TILLMAN,15033
SOLOMON,14942
WHITFIELD,14885
JEAN,14857
BULLOCK,14746
MOODY,14728
HODGES,14677
HARRELL,14661
STANLEY,14627
BURNETT,14626
BRIDGES,14521
BARBER,14492
HINTON,14467
NASH,14455
CLAYTON,14426
MCNEIL,14414
WEAVER,14369
WEBSTER,14343
PETERS,14315
BOWMAN,14302
CALHOUN,14245
WILKERSON,14238
GREGORY,14219
LLOYD,14195
CROSS,14177
COTTON,14131
WATERS,14048
MAXWELL,14020
CRAIG,14015
ONEAL,13995
BASS,13993
BENSON,13980
WILEY,13973
WOOD,13965
BALDWIN,13928
PATTON,13855
LYNCH,13819
TERRELL,13806
BURGESS,13803
ATKINS,13781
WHITAKER,13775
STEELE,13764
KNOX,13682
GILMORE,13671
NEWTON,13648
WINSTON,13577
REEVES,13543
MOSES,13518
BONNER,13495
FOWLER,13472
BLACKWELL,13426
BARRETT,13414
CHRISTIAN,13316
HODGE,13188
BEASLEY,13173
RUFFIN,13124
BREWER,13059
HAIRSTON,13009
HOLT,12998
POLK,12994
NORRIS,12940
RAMSEY,12936
RUCKER,12881
LEONARD,12871
POOLE,12769
HEARD,12762
HARMON,12720
CHERRY,12718
MCBRIDE,12703
RICHARD,12643
DAVENPORT,12476
GOODWIN,12476
PRINCE,12476
STONE,12466
GAMBLE,12453
JOYNER,12450
EPPS,12443
STARKS,12436
SAMUEL,12395
SMALL,12389
PATRICK,12382
DILLARD,12346
CARSON,12324
MCCALL,12271
CHATMAN,12252
MCDOWELL,12235
COVINGTON,12229
TOLBERT,12168
GREER,12167
FARMER,12148
ELLISON,12129
NIXON,12051
MIDDLETON,11990
TYSON,11984
MCKNIGHT,11933
SAMUELS,11854
BISHOP,11825
BALLARD,11814
SAMPSON,11779
STRONG,11735
MORTON,11689
MCLEAN,11641
STRICKLAND,11629
BURKS,11623
GOODMAN,11577
NICHOLSON,11566
CLEMONS,11498
BURRELL,11495
WYNN,11487
BLAIR,11446
MINOR,11409
FRANCOIS,11388
HUMPHREY,11386
WELCH,11378
MASSEY,11352
BUCHANAN,11330
WESLEY,11325
MCGHEE,11311
NEWMAN,11294
DUKES,11253
SMALLS,11252
SYKES,11244
POLLARD,11222
HAMMOND,11185
HOOD,11123
PUGH,11104
BLUE,11097
MCFADDEN,11064
GIVENS,11062
CARPENTER,11028
SPEARS,10975
DAY,10972
MADISON,10876
SIMMS,10849
BRIGGS,10841
MOBLEY,10827
BURKE,10764
NOEL,10680
WISE,10675
WHITEHEAD,10663
AHMED,10640
GILES,10616
MCNEAL,10603
MCCLENDON,10556
KEMP,10535
ROWE,10524
DAVIDSON,10476
GILL,10463
BLACKMON,10454
PAIGE,10445
RANDALL,10443
CONNER,10441
COLBERT,10433
PEOPLES,10430
WALLS,10416
ENGLISH,10401
JAMISON,10384
CAIN,10361
GARY,10332
MCMILLAN,10317
LOCKETT,10095
WALTERS,10091
MCINTOSH,10086
SLAUGHTER,10066
GATES,10056
GILLIAM,10042
MYLES,10025
BERNARD,9948
MIMS,9941
LOWERY,9937
RANDLE,9931
SHEPPARD,9902
DUDLEY,9901
MAY,9886
HALE,9883
ARRINGTON,9869
CAMERON,9866
DIGGS,9848
GOLDEN,9798
GRIMES,9793
SAVAGE,9768
TODD,9745
CROSBY,9743
EVERETT,9736
WYATT,9727
MCCULLOUGH,9707
PRATT,9676
PRESTON,9663
SHEPHERD,9640
MILTON,9631
HARDEN,9548
PRUITT,9538
PRYOR,9462
BENTON,9459
BEARD,9453
PAYTON,9451
DAWKINS,9438
BOWEN,9427
ALFORD,9410
VALENTINE,9408
SHIELDS,9404
DURHAM,9399
BLOUNT,9361
WOODSON,9312
TATUM,9307
NORWOOD,9294
WALLER,9256
LAMBERT,9255
BELLAMY,9251
PICKETT,9240
FOX,9231
CALLOWAY,9222
BLAND,9155
ERVIN,9148
MADDOX,9142
DRAKE,9125
HARGROVE,9119
ROLLINS,9117
HOGAN,9109
MCNAIR,9086
NEWSOME,9075
AVERY,9072
HORNE,9057
ODOM,9053
BOND,9049
HUTCHINSON,9020
BETHEA,9017
HAYWOOD,9011
HOLLEY,9009
SHANNON,9003
WOOTEN,8993
MERRITT,8968
RICKS,8914
YATES,8900
BRAXTON,8886
GIPSON,8872
FELDER,8870
DOTSON,8827
LIVINGSTON,8795
CHILDS,8749
BOYKIN,8709
MAYFIELD,8691
HIGHTOWER,8664
CONLEY,8606
LOCKHART,8596
HIGGINS,8595
LYLES,8588
WARNER,8579
UNDERWOOD,8577
GALLOWAY,8542
HERRING,8541
BEST,8533
TALLEY,8524
HASSAN,8491
BRUCE,8488
MAGEE,8466
RICHMOND,8463
SUMMERS,8429
STEWARD,8427
MORROW,8367
SHARP,8341
LESTER,8330
KENDRICK,8294
HARRINGTON,8290
KEYS,8289
HOLLIS,8285
RUSH,8283
OSBORNE,8280
MANN,8267
KEY,8245
WOMACK,8192
WITHERSPOON,8177
MAYES,8168
WILDER,8167
SHERMAN,8157
GRIFFITH,8139
EDMONDS,8136
SKINNER,8123
DONALDSON,8087
HOLMAN,8046
FINLEY,8043
BYNUM,8035
GASTON,8025
CLEVELAND,8024
KIRKLAND,7974
GRIER,7962
DUNBAR,7948
ASHLEY,7931
BALL,7927
MATHEWS,7925
SPENCE,7854
LOFTON,7849
HESTER,7820
MAYO,7814
ADDISON,7804
DARDEN,7769
FOREMAN,7761
BRIGHT,7754
HOOKS,7727
HATCHER,7706
GROSS,7704
CROCKETT,7687
HICKMAN,7681
PROCTOR,7680
BRUNSON,7679
HOUSE,7667
ARTIS,7660
BRANDON,7649
DOZIER,7642
DUNLAP,7625
CRENSHAW,7624
CHANEY,7620
CAREY,7615
FORBES,7611
BOWERS,7610
SELLERS,7596
BRANTLEY,7591
ISAAC,7578
HOBBS,7540
HOLLINS,7538
MCRAE,7518
HENDRICKS,7516
PARHAM,7513
MACKEY,7512
MARSH,7501
LOTT,7491
PENN,7472
MCPHERSON,7463
HEATH,7460
ATKINSON,7451
JEANBAPTISTE,7443
